           1     1.38745     1.38745           0
           2     1.38547     1.38646 0.000697797
           3     1.38884     1.38726 0.000798364
           4     1.38715     1.38723 0.000599249
           5      1.3881      1.3874  0.00050422
           6     1.39423     1.38854  0.00112087
           7     1.38907     1.38862 0.000963304
           8     1.39332      1.3892  0.00100625
           9     1.39478     1.38982  0.00106836
          10     1.38513     1.38935  0.00105949
          11      1.3828     1.38876   0.0011182
          12     1.38938     1.38881  0.00102623
          13     1.38177     1.38827  0.00108075
          14     1.39065     1.38844  0.00101684
          15     1.38406     1.38815 0.000990064
          16     1.39875     1.38881  0.00112839
          17     1.38504     1.38859  0.00108355
          18     1.38973     1.38865   0.0010252
          19     1.39465     1.38897  0.00101863
          20     1.39575     1.38931  0.00102267
          21     1.39109     1.38939 0.000977493
          22     1.39886     1.38982  0.00102335
          23      1.3907     1.38986 0.000979569
          24     1.38756     1.38976 0.000943411
          25      1.3952     1.38998 0.000930406
