           1     1.65181     1.65181           0
           2     1.65125     1.65153 0.000196391
           3     1.65312     1.65206 0.000453006
           4     1.63295     1.64728  0.00415077
           5     1.65534     1.64889  0.00361969
           6     1.64597     1.64841  0.00304905
           7     1.64335     1.64768  0.00269756
           8     1.64295     1.64709  0.00242431
           9     1.66141     1.64868  0.00262522
          10     1.63617     1.64743   0.0026442
          11     1.63614      1.6464  0.00259546
          12     1.64527     1.64631   0.0023809
          13     1.65608     1.64706  0.00231337
          14     1.65041      1.6473  0.00216042
          15     1.64891     1.64741  0.00201906
          16     1.64268     1.64711  0.00191441
          17     1.66795     1.64834   0.0021588
          18     1.66375     1.64919  0.00220216
          19     1.64818     1.64914   0.0020869
          20     1.63351     1.64836  0.00212392
          21     1.65935     1.64888  0.00208627
          22     1.63776     1.64838  0.00205176
          23     1.66231     1.64898     0.00205
          24     1.65613     1.64928   0.0019861
          25     1.66586     1.64994  0.00201432
