0	0
1	0
1.40754	0.0102338
1.72097	0.0207207
1.99182	0.0280148
2.22559	0.0348604
2.4528	0.0415108
2.64219	0.0462089
2.81703	0.0520952
2.99362	0.0616307
3.14926	0.0690059
3.30165	0.079363
3.45003	0.0942289
3.58893	0.103
3.73617	0.109021
3.86679	0.112909
3.99353	0.120674
4.11626	0.127324
4.22996	0.147161
4.34673	0.149471
4.45574	0.148424
4.55952	0.15277
4.66586	0.158643
4.7698	0.161444
4.8787	0.182816
4.98716	0.192034
5.09084	0.212461
5.18567	0.218848
5.28618	0.223013
5.377	0.226171
5.46379	0.235046
5.55783	0.241069
5.65431	0.254991
5.73363	0.256297
5.82415	0.263153
5.90758	0.266796
5.99652	0.270503
6.06437	0.272463
6.15404	0.285809
6.24065	0.299834
6.31878	0.306405
6.39554	0.305142
6.47464	0.307679
6.54342	0.327343
6.6156	0.350237
6.68005	0.343577
6.76136	0.357343
6.82977	0.358996
6.91108	0.367011
6.97921	0.375385
7.05416	0.388128
7.12648	0.388887
7.20544	0.403596
7.2734	0.39354
7.338	0.416326
7.40305	0.422917
7.46898	0.45483
7.5299	0.456708
7.59769	0.484291
7.6582	0.494399
7.71727	0.508865
7.78954	0.527204
7.85598	0.515565
7.93188	0.525401
7.99245	0.514078
8.05578	0.515477
8.12177	0.524271
8.18121	0.535016
8.24503	0.543999
8.30707	0.555291
8.37476	0.567396
8.43344	0.575888
8.49045	0.580354
8.54695	0.582842
8.61068	0.582115
8.66885	0.593741
8.71839	0.609735
8.77433	0.593876
8.82501	0.597517
8.88001	0.61484
8.94045	0.637592
9.00364	0.652742
9.05311	0.661679
9.11505	0.658806
9.15818	0.652357
9.21573	0.662902
9.26664	0.679909
9.31714	0.701024
9.36252	0.711442
9.41972	0.742012
9.47729	0.752514
9.53813	0.791402
9.58846	0.791129
9.64516	0.780389
9.70813	0.805875
9.7782	0.817413
9.84026	0.822936
9.88894	0.843005
9.94486	0.857837
9.99711	0.863714
