0	0
1	0
1.41216	0.0114355
1.73072	0.0224209
1.99118	0.0303063
2.23231	0.0392554
2.44818	0.0453733
2.64726	0.0535729
2.82906	0.0620481
2.9972	0.0739805
3.17055	0.0903116
3.33614	0.104832
3.47989	0.106876
3.62585	0.112376
3.76173	0.118542
3.88772	0.126216
4.02261	0.125606
4.14179	0.130848
4.26138	0.136324
4.37879	0.153835
4.48979	0.156297
4.5896	0.165066
4.68762	0.177077
4.79057	0.178319
4.89244	0.180914
4.98137	0.188166
5.07401	0.198424
5.17111	0.207555
5.26101	0.214136
5.35545	0.231038
5.44496	0.238866
5.54482	0.247285
5.63823	0.261026
5.72404	0.275442
5.80529	0.278114
5.87753	0.284191
5.97001	0.293664
6.04017	0.302566
6.12993	0.307257
6.20932	0.316704
6.29284	0.331009
6.36379	0.337619
6.44101	0.345316
6.5173	0.361539
6.59547	0.364572
6.66867	0.374021
6.7409	0.385957
6.81842	0.395995
6.88771	0.40389
6.95816	0.411896
7.03214	0.421176
7.11258	0.434415
7.19411	0.463507
7.26622	0.466568
7.34575	0.476926
7.41667	0.497631
7.48497	0.487039
7.54367	0.492382
7.61015	0.501352
7.67209	0.520748
7.73771	0.544337
7.80054	0.548221
7.85425	0.531163
7.92095	0.537808
7.97677	0.540044
8.03841	0.535714
8.11156	0.561792
8.17364	0.579833
8.23076	0.598337
8.30146	0.605205
8.36342	0.615862
8.42099	0.61379
8.47494	0.625042
8.53897	0.651377
8.59796	0.65293
8.65523	0.667449
8.71985	0.66197
8.77529	0.660593
8.83165	0.673939
8.89182	0.688774
8.9489	0.71116
9.00789	0.719721
9.06553	0.714687
9.11731	0.721009
9.16713	0.727489
9.21912	0.734688
9.27717	0.720678
9.32633	0.713089
9.3737	0.721731
9.41895	0.721542
9.46871	0.729375
9.5194	0.754394
9.56877	0.768357
9.6203	0.781008
9.67746	0.800729
9.72659	0.797451
9.77628	0.813613
9.82905	0.854487
9.87436	0.871794
9.92106	0.889452
