         0.5          20    0.266206    0.266161   0.0129124
       0.515          20    0.276981    0.296399   0.0134014
        0.53          20    0.355809    0.346993   0.0124691
       0.545          20    0.431273    0.371796   0.0112906
        0.56          20    0.410521    0.405416   0.0133794
       0.575          20    0.417781    0.431777   0.0119881
        0.59          20    0.422725    0.452583   0.0107637
       0.605          20    0.467884    0.478514  0.00811978
        0.62          20    0.482469    0.500741  0.00697107
       0.635          20    0.477953     0.51522  0.00654215
        0.65          20    0.524119    0.524389  0.00578051
       0.665          20    0.532002    0.526333  0.00511323
        0.68          20    0.531373    0.528508  0.00430102
       0.695          20    0.554976    0.526886  0.00570933
        0.71          20    0.497871    0.521553  0.00696838
       0.725          20     0.50569    0.518602  0.00812704
        0.74          20    0.500584     0.51669  0.00688151
       0.755          20    0.522767    0.513294  0.00666777
        0.77          20    0.518751    0.507794  0.00643953
       0.785          20    0.521774    0.501806  0.00647707
         0.8          20    0.526703    0.499023  0.00616841
       0.815          20    0.536515    0.499452  0.00596948
        0.83          20    0.535393    0.493722  0.00536091
       0.845          20    0.523131    0.486971  0.00511306
        0.86          20    0.503828    0.480365  0.00463317
       0.875          20    0.494621    0.476471  0.00499517
        0.89          20     0.49724    0.468709  0.00535071
       0.905          20    0.496456    0.462513  0.00501139
        0.92          20    0.477919    0.457437  0.00412072
       0.935          20    0.482556    0.454219  0.00437204
        0.95          20    0.467436    0.448342   0.0038042
       0.965          20    0.462911    0.444883  0.00332389
        0.98          20     0.45579    0.441394  0.00298598
       0.995          20    0.452119    0.439815   0.0027124
        1.01          20    0.449641    0.434357  0.00245962
       1.025          20    0.442123    0.429802  0.00245748
        1.04          20    0.436481    0.425466  0.00253806
       1.055          20    0.433465    0.421062  0.00277062
        1.07          20    0.428217    0.416168  0.00275698
       1.085          20    0.424506    0.413447  0.00253428
         1.1          20    0.418086    0.409323  0.00229003
       1.115          20    0.404602    0.403926    0.002235
        1.13          20    0.404369    0.399356  0.00239508
       1.145          20    0.394344    0.395513  0.00192999
        1.16          20    0.384825    0.390738  0.00153975
       1.175          20    0.383396     0.38694  0.00155144
        1.19          20    0.383493    0.383224  0.00146178
       1.205          20     0.37948    0.377337  0.00174735
        1.22          20    0.375154    0.372624  0.00162548
       1.235          20    0.366476    0.366942  0.00145561
        1.25          20    0.360141     0.36204   0.0015569
       1.265          20      0.3559    0.357658  0.00167066
        1.28          20    0.352145    0.353798   0.0018169
       1.295          20    0.350243      0.3507  0.00181568
        1.31          20    0.346259    0.345917  0.00158412
       1.325          20    0.343261    0.341486  0.00153289
        1.34          20    0.336045    0.337511  0.00135207
       1.355          20    0.333404    0.333573  0.00149946
        1.37          20    0.330651    0.329217  0.00138771
       1.385          20    0.325198    0.325041  0.00116462
         1.4          20    0.321857    0.321232   0.0011213
       1.415          20    0.320418    0.317788  0.00107286
        1.43          20    0.316007    0.313766  0.00117179
       1.445          20    0.311924    0.310221  0.00118684
        1.46          20    0.306688    0.306051  0.00109743
       1.475          20    0.300825    0.302941  0.00122996
        1.49          20    0.299892    0.299882  0.00124621
       1.505          20    0.295844     0.29641  0.00124629
        1.52          20    0.292849    0.292535  0.00114636
       1.535          20     0.28883    0.289113  0.00122467
        1.55          20    0.283698    0.284712  0.00127812
       1.565          20     0.27967    0.281139  0.00128724
        1.58          20    0.275556     0.27815  0.00123217
       1.595          20    0.273166    0.274968  0.00124895
        1.61          20    0.269354    0.271363  0.00118277
       1.625          20    0.263925    0.268278  0.00124276
        1.64          20    0.259857    0.265013  0.00122449
       1.655          20    0.256001    0.261406  0.00115309
        1.67          20    0.253762    0.258483  0.00122524
       1.685          20    0.253224    0.255505  0.00112399
         1.7          20    0.248993     0.25195  0.00120027
       1.715          20    0.244286    0.248614  0.00116662
        1.73          20    0.241495    0.245647  0.00113593
       1.745          20    0.239624    0.242548  0.00110961
        1.76          20    0.237692    0.239483  0.00112438
       1.775          20    0.234768    0.236435  0.00116854
        1.79          20    0.232456    0.233788  0.00119004
       1.805          20    0.232475    0.231121  0.00115509
        1.82          20    0.227875    0.228392  0.00115898
       1.835          20    0.226089    0.225684  0.00113596
        1.85          20    0.223098    0.223043  0.00108156
       1.865          20    0.220551    0.220295  0.00101636
        1.88          20    0.216637    0.217819   0.0010502
       1.895          20    0.215519    0.215667  0.00102736
        1.91          20    0.212125    0.212803 0.000974327
       1.925          20    0.209088    0.210236  0.00103128
        1.94          20    0.207184    0.208026  0.00096367
       1.955          20    0.204156     0.20559 0.000949407
        1.97          20    0.202035    0.203018 0.000937346
       1.985          20    0.200518    0.200811 0.000864992
           2          20    0.199206    0.198624 0.000834979
