           1      1.1012      1.1012           0
           2     1.10083     1.10102 0.000130928
           3     1.10208     1.10137 0.000302004
           4     1.08863     1.09819  0.00276718
           5     1.10356     1.09926  0.00241313
           6     1.09731     1.09894   0.0020327
           7     1.09557     1.09846  0.00179837
           8      1.0953     1.09806  0.00161621
           9      1.1076     1.09912  0.00175015
          10     1.09078     1.09829   0.0017628
          11     1.09076      1.0976  0.00173031
          12     1.09684     1.09754  0.00158727
          13     1.10405     1.09804  0.00154224
          14     1.10027      1.0982  0.00144028
          15     1.09927     1.09827  0.00134604
          16     1.09512     1.09807  0.00127627
          17     1.11197     1.09889   0.0014392
          18     1.10917     1.09946   0.0014681
          19     1.09879     1.09943  0.00139127
          20       1.089     1.09891  0.00141594
          21     1.10623     1.09925  0.00139085
          22     1.09184     1.09892  0.00136784
          23      1.1082     1.09932  0.00136666
          24     1.10409     1.09952  0.00132407
          25     1.11057     1.09996  0.00134288
