           1    -5.46054    -5.46054           0
           2    -5.46057    -5.46055 1.10697e-05
           3    -5.46143    -5.46084 0.000238597
           4    -5.46096    -5.46087 0.000180779
           5    -5.46046    -5.46079 0.000162747
           6    -5.46072    -5.46078 0.000136057
           7    -5.46072    -5.46077 0.000116881
           8    -5.46069    -5.46076 0.000102681
           9    -5.46085    -5.46077 9.17447e-05
          10    -5.46081    -5.46077 8.26567e-05
          11    -5.46099    -5.46079 7.73429e-05
          12     -5.4605    -5.46077 7.47979e-05
          13    -5.46096    -5.46078 7.04369e-05
          14    -5.46149    -5.46083  8.1456e-05
          15    -5.46076    -5.46083 7.61565e-05
          16    -5.46107    -5.46084 7.29203e-05
          17    -5.46118    -5.46086  7.1264e-05
          18    -5.46058    -5.46085 6.90645e-05
          19    -5.46123    -5.46087 6.82959e-05
          20    -5.46044    -5.46085 6.81545e-05
          21     -5.4613    -5.46087 6.82107e-05
          22    -5.45991    -5.46083 7.77147e-05
          23    -5.46118    -5.46084 7.58479e-05
          24    -5.46038    -5.46082 7.50773e-05
          25    -5.46108    -5.46083 7.28016e-05
