         0.5          20    0.873608    0.895569   0.0310048
       0.515          20    0.852456    0.865252    0.038478
        0.53          20     0.88152    0.862442   0.0371938
       0.545          20     0.87428    0.844529   0.0291551
        0.56          20    0.842656    0.807493   0.0339138
       0.575          20    0.805992     0.74234   0.0365196
        0.59          20    0.800616    0.699157   0.0471417
       0.605          20    0.762544     0.66259   0.0455039
        0.62          20    0.751544    0.648952   0.0368905
       0.635          20     0.56456    0.555751   0.0385801
        0.65          20    0.578424    0.546466   0.0369395
       0.665          20    0.621648    0.547631   0.0276715
        0.68          20    0.606064    0.517699   0.0235437
       0.695          20    0.592056    0.472672   0.0213143
        0.71          20    0.532368    0.437027   0.0219547
       0.725          20      0.5032    0.401883     0.02076
        0.74          20    0.471824    0.387942   0.0154638
       0.755          20    0.434728    0.357722    0.015652
        0.77          20    0.334848    0.333777   0.0153697
       0.785          20    0.300208    0.318506    0.015957
         0.8          20    0.237056    0.308923   0.0170273
       0.815          20    0.308808    0.294164   0.0166903
        0.83          20    0.286504    0.273385   0.0156823
       0.845          20     0.27636    0.261636   0.0153254
        0.86          20      0.2504    0.242326   0.0137778
       0.875          20    0.265416     0.23117   0.0152313
        0.89          20    0.219712     0.21843   0.0119528
       0.905          20    0.214544    0.201708   0.0123636
        0.92          20     0.18896     0.19324   0.0111751
       0.935          20    0.188272    0.182756   0.0106876
        0.95          20     0.17236    0.174504   0.0100122
       0.965          20    0.151552     0.16008  0.00914238
        0.98          20    0.159728    0.152418  0.00852815
       0.995          20    0.141288    0.144837  0.00791082
        1.01          20     0.14232    0.142497  0.00805894
       1.025          20    0.151608    0.139751  0.00804883
        1.04          20    0.113984    0.134854  0.00817778
       1.055          20    0.121968    0.128398  0.00791746
        1.07          20    0.106264     0.12755  0.00841894
       1.085          20    0.104824    0.122065  0.00824087
         1.1          20    0.101896    0.116232  0.00805205
       1.115          20    0.106128    0.110804  0.00681906
        1.13          20    0.091296    0.105829  0.00610203
       1.145          20    0.096088    0.103414  0.00597775
        1.16          20    0.094096   0.0980332  0.00562861
       1.175          20    0.091416   0.0962288  0.00511575
        1.19          20     0.08832   0.0904252  0.00518512
       1.205          20    0.089992     0.08733  0.00495022
        1.22          20    0.087968   0.0854896  0.00458677
       1.235          20     0.07916   0.0829836  0.00435728
        1.25          20    0.081056    0.079792  0.00450018
       1.265          20    0.081952   0.0759288  0.00479846
        1.28          20    0.082456   0.0749472  0.00481818
       1.295          20    0.087832   0.0744852  0.00413066
        1.31          20    0.085312   0.0716812  0.00407332
       1.325          20    0.088192    0.069982  0.00414324
        1.34          20    0.084856    0.068008  0.00399137
       1.355          20    0.084736   0.0659844  0.00390751
        1.37          20    0.084904   0.0637416  0.00390023
       1.385          20     0.08284   0.0621384  0.00367187
         1.4          20    0.078592   0.0606992  0.00364454
       1.415          20    0.076448   0.0586776  0.00360199
        1.43          20      0.0776   0.0568076  0.00354056
       1.445          20    0.069688   0.0552788  0.00356985
        1.46          20     0.06588   0.0535404  0.00364696
       1.475          20      0.0656   0.0521436  0.00339983
        1.49          20    0.060072   0.0500856  0.00327471
       1.505          20     0.06304   0.0499256  0.00312882
        1.52          20    0.061792   0.0493264  0.00321706
       1.535          20    0.063008   0.0480936  0.00319878
        1.55          20    0.065312   0.0475968  0.00329424
       1.565          20    0.067392   0.0470328  0.00336249
        1.58          20    0.067208   0.0456736  0.00335418
       1.595          20    0.065472   0.0445032   0.0033692
        1.61          20    0.065904   0.0435892  0.00326564
       1.625          20    0.067224   0.0430372  0.00331745
        1.64          20    0.065104   0.0419312  0.00342733
       1.655          20    0.063928   0.0417992  0.00327545
        1.67          20     0.06072     0.04098  0.00317004
       1.685          20    0.059368   0.0407588  0.00311013
         1.7          20     0.05828   0.0398592  0.00298485
       1.715          20     0.05952   0.0388384  0.00299685
        1.73          20    0.058104   0.0375668  0.00272621
       1.745          20     0.05976    0.036508  0.00283189
        1.76          20    0.058096   0.0360576  0.00273719
       1.775          20    0.059448   0.0358276  0.00279595
        1.79          20     0.05844   0.0351968  0.00287947
       1.805          20    0.057816   0.0347372  0.00288387
        1.82          20     0.05752   0.0343568  0.00280215
       1.835          20    0.057144   0.0335692  0.00280485
        1.85          20    0.056128    0.032826  0.00278619
       1.865          20    0.056368   0.0323992  0.00281434
        1.88          20    0.053944   0.0314116  0.00279989
       1.895          20    0.052408   0.0308532  0.00278937
        1.91          20    0.049848   0.0300508  0.00271151
       1.925          20     0.04856   0.0291608  0.00263792
        1.94          20    0.047792   0.0289892  0.00262969
       1.955          20    0.044712   0.0284004  0.00260267
        1.97          20    0.043336   0.0279908  0.00251879
       1.985          20    0.043888   0.0278024  0.00243089
           2          20    0.043936   0.0275204  0.00245473
