              0             10        9.97909      0.0777794
              1              8        2.92105      0.0359445
              2              6      -0.238602     0.00490828
              3              4       0.315716      0.0373002
              4              2      -0.164387      0.0046725
              5              1       0.530886      0.0547806
              6            0.8      -0.007735       0.005528
              7            0.6      -0.417027     0.00366711
              8            0.4       -0.27327     0.00472348
              9            0.2       0.115002      0.0274787
             10            0.1      -0.302411     0.00713472
             11           0.08      -0.260375     0.00453599
             12           0.06      -0.232583     0.00947227
             13           0.04      -0.288654     0.00561262
             14           0.02      -0.430911      0.0026165
             15           0.01       -0.42456     0.00233208
             16          0.008      -0.445044     0.00179326
             17          0.006      -0.433494     0.00336141
             18          0.004      -0.440382     0.00201699
             19          0.002      -0.441362     0.00255423
             20          0.001      -0.443447     0.00168133
             21         0.0008      -0.442373     0.00212608
             22         0.0006      -0.443132     0.00288521
             23         0.0004      -0.441321     0.00306189
             24         0.0002      -0.448884     0.00235768
