           1     1.40516     1.40516           0
           2     1.40513     1.40515 8.64944e-06
           3     1.40514     1.40514 6.22042e-06
           4     1.40513     1.40514 5.38454e-06
           5     1.40517     1.40515 6.71837e-06
           6      1.4052     1.40515 9.82442e-06
           7     1.40521     1.40516 1.11495e-05
           8     1.40518     1.40517 1.00602e-05
           9      1.4052     1.40517 9.61733e-06
          10     1.40518     1.40517 8.68996e-06
          11     1.40516     1.40517 7.94445e-06
          12     1.40516     1.40517 7.34019e-06
          13     1.40513     1.40517 7.22237e-06
          14     1.40513     1.40516 7.13019e-06
          15     1.40519     1.40516 6.86563e-06
          16     1.40519     1.40517 6.55876e-06
          17     1.40514     1.40516  6.3412e-06
          18     1.40514     1.40516  6.1839e-06
          19     1.40516     1.40516 5.86803e-06
          20     1.40519     1.40516 5.71416e-06
          21     1.40518     1.40516 5.52841e-06
          22     1.40516     1.40516 5.27721e-06
          23     1.40518     1.40517  5.1015e-06
          24     1.40517     1.40517 4.88979e-06
          25      1.4052     1.40517  4.9225e-06
