              1      -0.434554              0
              2      -0.433742    0.000574529
              3       -0.43688      0.0025907
              4      -0.440036     0.00335327
              5      -0.441833     0.00312764
              6      -0.441082     0.00269507
              7      -0.441442     0.00233401
              8      -0.442912     0.00246201
              9      -0.442297      0.0022641
             10      -0.441642     0.00213015
             11      -0.441793      0.0019418
             12      -0.442405     0.00187394
             13      -0.442322     0.00173161
             14      -0.441858     0.00166905
             15      -0.441078     0.00173041
             16      -0.440538     0.00170428
             17      -0.442322     0.00235922
             18       -0.44186     0.00227288
             19      -0.442368     0.00220931
             20      -0.441599     0.00222852
             21      -0.441625     0.00212255
             22      -0.441579     0.00202658
             23      -0.441988     0.00197925
             24      -0.442305     0.00192194
             25      -0.441976     0.00187292
             26       -0.44199     0.00180093
             27      -0.442143     0.00174074
             28      -0.442487     0.00171218
             29      -0.442177     0.00168088
             30      -0.441866     0.00165348
             31      -0.441686     0.00160989
             32      -0.442061     0.00160278
             33      -0.441636     0.00160956
             34        -0.4412     0.00162015
             35      -0.441373       0.001583
             36      -0.441287     0.00154135
             37      -0.441225     0.00150094
             38      -0.441345     0.00146623
             39      -0.441211     0.00143469
             40      -0.441095     0.00140354
             41      -0.441309      0.0013856
             42      -0.441234     0.00135466
             43      -0.441381     0.00133113
             44      -0.441579     0.00131552
             45      -0.441744     0.00129656
             46      -0.441666      0.0012707
             47       -0.44168     0.00124375
             48      -0.441854      0.0012299
             49      -0.442114     0.00123202
             50      -0.441951     0.00121811
             51      -0.441966     0.00119432
             52      -0.442264     0.00120799
             53      -0.442135      0.0011921
             54       -0.44212     0.00117011
             55      -0.442277     0.00115935
             56      -0.442192     0.00114179
             57      -0.442256     0.00112353
             58      -0.442239     0.00110429
             59      -0.442266      0.0010859
             60      -0.442347     0.00107087
             61      -0.442135     0.00107423
             62      -0.441989     0.00106677
             63      -0.442155     0.00106276
             64       -0.44217     0.00104625
             65      -0.442393     0.00105371
             66      -0.442333     0.00103946
             67      -0.442374     0.00102474
             68      -0.442433     0.00101138
             69      -0.442499    0.000998839
             70      -0.442452    0.000985661
             71      -0.442578    0.000979785
             72      -0.442568    0.000966228
             73      -0.442459    0.000959094
             74      -0.442517    0.000947851
             75      -0.442553    0.000935897
             76      -0.442549    0.000923592
             77      -0.442666    0.000919042
             78      -0.442638    0.000907695
             79      -0.442694    0.000897942
             80      -0.442707    0.000886813
             81      -0.442869    0.000890543
             82      -0.442702    0.000895158
             83      -0.442609    0.000889245
             84      -0.442716    0.000885117
             85      -0.442702    0.000874817
             86      -0.442732    0.000865169
             87      -0.442574    0.000869553
             88      -0.442608    0.000860317
             89      -0.442727    0.000858924
             90      -0.442703    0.000849737
             91      -0.442784     0.00084425
             92      -0.442649    0.000845736
             93      -0.442517    0.000846846
             94      -0.442447    0.000840699
             95      -0.442518    0.000834795
             96      -0.442628    0.000833266
             97      -0.442704    0.000828141
             98      -0.442655    0.000821111
             99      -0.442662    0.000812848
            100      -0.442734    0.000807916
