              0         16.015         16.015              0
              1        15.7618        15.8884      0.0894987
              2        14.2609        15.3459       0.446946
              3        14.6911        15.1822        0.36396
              4        15.7618        15.2981        0.30908
              5        14.6974         15.198       0.273302
              6        14.8953        15.1548       0.237656
              7        14.2888        15.0465       0.231289
              8        14.1027        14.9416        0.22813
              9        14.0071        14.8482       0.223641
             10         14.504        14.8169       0.205487
             11        14.4342         14.785       0.190822
             12        16.1969        14.8936        0.20473
             13        13.9547        14.8265       0.200791
             14         13.667        14.7492       0.201738
             15        13.9985        14.7023       0.194509
             16        14.7423        14.7047       0.183082
             17        14.3842        14.6869       0.173774
             18        13.5957        14.6294       0.173859
             19        16.0015         14.698       0.178188
             20        14.9027        14.7078       0.169969
             21        14.6892        14.7069       0.162245
             22        14.5236         14.699       0.155387
             23        14.9652        14.7101       0.149307
             24        16.8912        14.7973        0.16689
             25        15.1687        14.8116       0.161081
             26        13.8323        14.7753       0.159146
             27        15.9233        14.8163       0.158655
             28        14.6708        14.8113       0.153264
             29        14.3931        14.7974       0.148788
             30        16.3411        14.8472       0.152094
             31        14.6141        14.8399       0.147515
             32        15.6313        14.8639       0.144982
             33        15.1627        14.8727       0.140984
             34        15.2586        14.8837       0.137386
             35        14.9312         14.885       0.133576
             36        15.1576        14.8924       0.130169
             37         15.295         14.903       0.127174
             38        14.8678        14.9021       0.123917
             39        14.5536        14.8933       0.121124
             40        15.2647        14.9024       0.118508
             41        15.4392        14.9152       0.116374
             42        15.2913        14.9239       0.113996
             43        14.3349        14.9105       0.112188
             44        14.5786        14.9032       0.109938
             45        14.7764        14.9004       0.107582
             46         15.387        14.9108        0.10579
             47        14.6264        14.9048       0.103752
             48         14.917        14.9051       0.101635
             49        14.7538        14.9021      0.0996472
             50        14.1849         14.888      0.0986805
             51        15.1819        14.8937      0.0969446
             52        14.3989        14.8843      0.0955638
             53        13.5058        14.8588      0.0971441
             54        15.1994         14.865       0.095575
             55        14.9248        14.8661      0.0938743
             56        14.0117        14.8511      0.0934164
             57        15.3854        14.8603      0.0922589
             58        15.3839        14.8692      0.0911211
             59        15.0384         14.872       0.089646
             60        15.1791         14.877      0.0883177
             61        14.6814        14.8739      0.0869495
             62         15.432        14.8827      0.0860195
             63        14.8912        14.8828      0.0846755
             64        15.2571        14.8886      0.0835684
             65        13.9087        14.8738      0.0836107
             66        15.2297        14.8791      0.0825315
             67        14.6141        14.8752      0.0814097
             68        14.8507        14.8748      0.0802306
             69         15.766        14.8875      0.0800882
             70        15.1983        14.8919      0.0790798
             71        15.5065        14.9005      0.0784407
             72        14.3849        14.8934      0.0776834
             73        15.2149        14.8977       0.076755
             74         14.237        14.8889      0.0762356
             75        14.4282        14.8829      0.0754732
             76        15.0557        14.8851      0.0745264
             77        15.7105        14.8957      0.0743183
             78        14.8955        14.8957      0.0733776
             79        15.3438        14.9013      0.0726739
             80        14.7222        14.8991      0.0718103
             81         14.913        14.8993      0.0709347
             82        15.7143        14.9091      0.0707565
             83        14.7461        14.9071      0.0699408
             84        16.3778        14.9244       0.071226
             85        15.8527        14.9352       0.071211
             86         14.584        14.9312      0.0705068
             87        15.2999        14.9354      0.0698299
             88        14.8899        14.9349      0.0690472
             89        14.6866        14.9321      0.0683351
             90        15.5512        14.9389       0.067922
             91        15.3118         14.943      0.0673045
             92        14.8829        14.9423      0.0665839
             93        15.1808        14.9449      0.0659239
             94        14.9154        14.9446      0.0652307
             95        15.4518        14.9498      0.0647648
             96        15.0845        14.9512       0.064112
             97        15.7258        14.9591      0.0639431
             98         13.561         14.945      0.0648381
             99         15.353        14.9491      0.0643179
