16.9313 0
18.9234 1.99217
17.9153 1.52943
17.0475 1.38663
16.583 1.17023
15.8988 1.17515
15.6713 1.01891
15.5802 0.887097
15.3313 0.820983
15.5673 0.771298
15.4296 0.711123
15.3372 0.655707
15.2768 0.606182
15.0308 0.61273
14.8584 0.595928
15.0597 0.592675
14.7289 0.647593
14.7854 0.613174
14.9014 0.591471
14.8427 0.564173
14.8873 0.538483
14.8344 0.516142
14.7878 0.495387
14.9144 0.490914
14.9191 0.470891
14.8575 0.456595
14.8392 0.439738
14.9059 0.428957
14.9299 0.4146
14.8117 0.417642
14.8252 0.404173
14.9055 0.399492
14.837 0.393207
14.8036 0.382927
14.7344 0.378204
14.7484 0.367812
14.7474 0.357735
14.8106 0.353877
14.9033 0.356942
14.9154 0.348114
14.9379 0.340264
14.9461 0.332165
14.9058 0.326853
14.8494 0.324264
14.9264 0.326174
14.9366 0.319169
14.9267 0.312461
14.9562 0.307299
14.9726 0.30141
14.9398 0.297145
14.9935 0.296183
15.0437 0.294734
15.049 0.289167
15.0673 0.284353
15.0534 0.279481
15.0668 0.274771
15.0923 0.27111
15.1477 0.272093
15.1359 0.2677
15.0799 0.269101
15.055 0.265824
15.1111 0.267453
15.1109 0.263173
15.0866 0.260157
15.1046 0.256755
15.0841 0.253669
15.1108 0.25128
15.0833 0.249086
15.0163 0.254421
15.052 0.253285
15.0541 0.249701
15.0361 0.246864
15.028 0.243594
14.981 0.244828
14.9909 0.241743
14.978 0.238892
14.9431 0.238331
14.8909 0.240968
14.8974 0.237986
14.9006 0.235014
14.898 0.23211
14.862 0.232061
14.8604 0.229254
14.8377 0.227642
14.8482 0.225193
14.8514 0.222582
14.8522 0.22001
14.85 0.217508
14.8518 0.215057
14.8442 0.212789
14.8862 0.214588
14.88 0.212333
14.8938 0.210489
14.8914 0.208251
14.9103 0.20691
14.9185 0.204907
14.9275 0.202984
14.9479 0.201933
14.946 0.199891
14.946 0.197882
