              0             10        1.93547
              1              8         1.4364
              2              6       0.234691
              3              4       -0.13296
              4              2       0.214398
              5              1      -0.167762
              6            0.8      -0.137162
              7            0.6      -0.876744
              8            0.4       0.541958
              9            0.2       0.385454
             10            0.1       -0.97504
             11           0.08      -0.408229
             12           0.06      -0.489889
             13           0.04       0.733488
             14           0.02       0.844088
             15           0.01       0.753651
             16          0.008        0.79309
             17          0.006       0.827104
             18          0.004       0.829506
             19          0.002       0.805282
             20          0.001       0.761901
             21         0.0008       0.813436
             22         0.0006       0.813436
             23         0.0004       0.813436
             24         0.0002       0.813436
