              0        0.99997        0.99997              0
              1        1.00002       0.999997    1.90019e-05
              2        1.00004        1.00001    1.66905e-05
              3        1.00003        1.00002    1.32879e-05
              4        1.00007        1.00003    1.40769e-05
              5       0.999969        1.00002    1.46105e-05
              6       0.999973        1.00001    1.37499e-05
              7         1.0001        1.00002    1.62955e-05
              8              1        1.00002    1.46323e-05
              9       0.999983        1.00002    1.36229e-05
             10       0.999979        1.00001    1.27943e-05
             11       0.999923        1.00001     1.3756e-05
             12        1.00008        1.00001    1.37848e-05
             13        1.00001        1.00001    1.28007e-05
             14       0.999949        1.00001     1.2587e-05
             15        1.00001        1.00001    1.18004e-05
             16        0.99997              1    1.13036e-05
             17              1              1    1.06768e-05
             18        1.00006        1.00001    1.04468e-05
             19        1.00001        1.00001    9.93139e-06
             20        0.99995              1    9.82579e-06
             21       0.999957              1    9.62038e-06
             22       0.999965              1     9.3418e-06
             23       0.999981              1    8.98943e-06
             24        1.00016        1.00001    1.07479e-05
             25        1.00002        1.00001    1.03463e-05
             26        1.00003        1.00001    9.99814e-06
             27        1.00004        1.00001    9.68772e-06
             28        0.99997        1.00001    9.44487e-06
             29       0.999997        1.00001    9.13713e-06
             30        1.00002        1.00001    8.84698e-06
             31        1.00001        1.00001    8.57062e-06
             32              1        1.00001    8.31155e-06
             33        1.00001        1.00001    8.06725e-06
             34              1        1.00001    7.83827e-06
             35        0.99992              1    7.98662e-06
             36        1.00005        1.00001    7.87435e-06
             37        1.00009        1.00001    7.98755e-06
             38        1.00001        1.00001    7.78317e-06
             39       0.999968        1.00001    7.65334e-06
             40        0.99998        1.00001    7.49685e-06
             41       0.999935        1.00001    7.51362e-06
             42       0.999915              1    7.62513e-06
             43        1.00003              1    7.47076e-06
             44        1.00005              1    7.38659e-06
             45        1.00004        1.00001    7.25596e-06
             46        1.00001        1.00001    7.10179e-06
             47       0.999965              1    7.00446e-06
             48        1.00004        1.00001    6.90731e-06
             49        1.00006        1.00001    6.84624e-06
             50       0.999983        1.00001    6.72786e-06
             51        1.00005        1.00001    6.65589e-06
             52        0.99996        1.00001     6.5876e-06
             53       0.999966        1.00001    6.50781e-06
             54        1.00002        1.00001    6.39368e-06
             55       0.999977              1    6.30003e-06
             56       0.999993              1    6.19288e-06
             57        1.00002        1.00001    6.09359e-06
             58       0.999973              1    6.01429e-06
             59       0.999949              1    5.98556e-06
             60        1.00001              1    5.88767e-06
             61        1.00001              1    5.79368e-06
             62        0.99998              1    5.71393e-06
             63        1.00004              1    5.65646e-06
             64        1.00005              1    5.61881e-06
             65        1.00005        1.00001    5.58432e-06
             66        1.00005        1.00001    5.53647e-06
             67              1        1.00001    5.45549e-06
             68        1.00004        1.00001    5.40005e-06
             69       0.999994        1.00001     5.3258e-06
             70        1.00001        1.00001    5.25158e-06
             71       0.999988        1.00001    5.18518e-06
             72        1.00002        1.00001    5.11825e-06
             73       0.999994        1.00001    5.05173e-06
             74        0.99995        1.00001    5.03918e-06
             75        1.00008        1.00001    5.07097e-06
             76       0.999942        1.00001    5.07381e-06
             77       0.999998        1.00001    5.00977e-06
             78        0.99999        1.00001    4.95012e-06
             79       0.999971              1    4.90695e-06
             80        1.00001              1    4.84641e-06
             81       0.999909              1     4.9274e-06
             82       0.999993              1    4.86958e-06
             83        1.00005              1    4.83655e-06
             84       0.999965              1    4.80134e-06
             85        1.00003              1    4.75391e-06
             86        1.00003              1    4.71114e-06
             87        1.00008        1.00001    4.73635e-06
             88        1.00005        1.00001    4.71261e-06
             89       0.999938              1    4.72045e-06
             90       0.999963              1    4.69095e-06
             91       0.999966              1    4.65823e-06
             92        1.00002              1    4.61022e-06
             93        1.00002              1    4.56445e-06
             94        0.99997              1    4.53058e-06
             95       0.999957              1    4.51004e-06
             96       0.999932              1    4.52378e-06
             97        1.00003              1    4.48707e-06
             98       0.999971              1    4.45345e-06
             99       0.999957              1    4.43254e-06
